pokedex_number,name,type1,type2,abilities,classification,capture_rate,experience_growth,percentage_male,height_m,weight_kg,base_happiness,base_egg_steps,generation,is_legendary,base_total,hp,attack,defense,sp_attack,sp_defense,speed,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water
441,Chatot,normal,flying,"['Keen Eye', 'Tangled Feet', 'Big Pecks']",Music Note Pokémon,30,1059860,50.0,0.5,1.9,35.0,5120,4,0,411,76,65,45,92,42,91,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
442,Spiritomb,ghost,dark,"['Pressure', 'Infiltrator']",Forbidden Pokémon,100,1000000,50.0,1.0,108.0,70.0,7680,4,0,485,50,92,108,92,108,35,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0
443,Gible,dragon,ground,"['Sand Veil', 'Rough Skin']",Land Shark Pokémon,45,1250000,50.0,0.7,20.5,70.0,10240,4,0,300,58,70,45,40,45,42,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0
444,Gabite,dragon,ground,"['Sand Veil', 'Rough Skin']",Cave Pokémon,45,1250000,50.0,1.4,56.0,70.0,10240,4,0,410,68,90,65,50,55,82,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0
445,Garchomp,dragon,ground,"['Sand Veil', 'Rough Skin']",Mach Pokémon,45,1250000,50.0,1.9,95.0,70.0,10240,4,0,700,108,170,115,120,95,92,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0
446,Munchlax,normal,,"['Pickup', 'Thick Fat', 'Gluttony']",Big Eater Pokémon,50,1250000,88.1,0.6,105.0,70.0,10240,4,0,390,135,85,40,40,85,5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
447,Riolu,fighting,,"['Steadfast', 'Inner Focus', 'Prankster']",Emanation Pokémon,75,1059860,88.1,0.7,20.2,70.0,6400,4,0,285,40,70,40,35,40,60,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
448,Lucario,fighting,steel,"['Steadfast', 'Inner Focus', 'Justified']",Aura Pokémon,45,1059860,88.1,1.2,54.0,70.0,6400,4,0,625,70,145,88,140,70,112,0.25,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0
449,Hippopotas,ground,,"['Sand Stream', 'Sand Force']",Hippo Pokémon,140,1250000,50.0,0.8,49.5,70.0,7680,4,0,330,68,72,78,38,42,32,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
450,Hippowdon,ground,,"['Sand Stream', 'Sand Force']",Heavyweight Pokémon,60,1250000,50.0,2.0,300.0,70.0,7680,4,0,525,108,112,118,68,72,47,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
451,Skorupi,poison,bug,"['Battle Armor', 'Sniper', 'Keen Eye']",Scorpion Pokémon,120,1250000,50.0,0.8,12.0,70.0,5120,4,0,330,40,50,90,30,55,65,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
452,Drapion,poison,dark,"['Battle Armor', 'Sniper', 'Keen Eye']",Ogre Scorp Pokémon,45,1250000,50.0,1.3,61.5,70.0,5120,4,0,500,70,90,110,60,75,95,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0
453,Croagunk,poison,fighting,"['Anticipation', 'Dry Skin', 'Poison Touch']",Toxic Mouth Pokémon,140,1000000,50.0,0.7,23.0,100.0,2560,4,0,300,48,61,40,61,40,50,0.25,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,4.0,0.5,1.0,1.0
454,Toxicroak,poison,fighting,"['Anticipation', 'Dry Skin', 'Poison Touch']",Toxic Mouth Pokémon,75,1000000,50.0,1.3,44.4,70.0,5120,4,0,490,83,106,65,86,65,85,0.25,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,4.0,0.5,1.0,1.0
455,Carnivine,grass,,['Levitate'],Bug Catcher Pokémon,200,1250000,50.0,1.4,27.0,70.0,6400,4,0,454,74,100,72,90,72,46,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
456,Finneon,water,,"['Swift Swim', 'Storm Drain', 'Water Veil']",Wing Fish Pokémon,190,600000,50.0,0.4,7.0,70.0,5120,4,0,330,49,49,56,49,61,66,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
457,Lumineon,water,,"['Swift Swim', 'Storm Drain', 'Water Veil']",Neon Pokémon,75,600000,50.0,1.2,24.0,70.0,5120,4,0,460,69,69,76,69,86,91,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
458,Mantyke,water,flying,"['Swift Swim', 'Water Absorb', 'Water Veil']",Kite Pokémon,25,1250000,50.0,1.0,65.0,70.0,6400,4,0,345,45,20,50,60,120,50,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5
459,Snover,grass,ice,"['Snow Warning', 'Soundproof']",Frosted Tree Pokémon,120,1250000,50.0,1.0,50.5,70.0,5120,4,0,334,60,62,50,62,60,40,2.0,1.0,1.0,0.5,1.0,2.0,4.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,0.5
460,Abomasnow,grass,ice,"['Snow Warning', 'Soundproof']",Frosted Tree Pokémon,60,1250000,50.0,2.2,135.5,70.0,5120,4,0,594,90,132,105,132,105,30,2.0,1.0,1.0,0.5,1.0,2.0,4.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,0.5
461,Weavile,dark,ice,"['Pressure', 'Pickpocket']",Sharp Claw Pokémon,45,1059860,50.0,1.1,34.0,35.0,5120,4,0,510,70,120,65,45,85,125,2.0,0.5,1.0,1.0,2.0,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,2.0,2.0,1.0
462,Magnezone,electric,steel,"['Magnet Pull', 'Sturdy', 'Analytic']",Magnet Area Pokémon,30,1000000,,1.2,180.0,70.0,5120,4,0,535,70,70,115,130,90,60,0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0
463,Lickilicky,normal,,"['Own Tempo', 'Oblivious', 'Cloud Nine']",Licking Pokémon,30,1000000,50.0,1.7,140.0,70.0,5120,4,0,515,110,85,95,80,95,50,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
464,Rhyperior,ground,rock,"['Lightningrod', 'Solid Rock', 'Reckless']",Drill Pokémon,30,1250000,50.0,2.4,282.8,70.0,5120,4,0,535,115,140,130,55,55,40,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0
465,Tangrowth,grass,,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",Vine Pokémon,30,1000000,50.0,2.0,128.6,70.0,5120,4,0,535,100,100,125,110,50,50,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
466,Electivire,electric,,"['Motor Drive', 'Vital Spirit']",Thunderbolt Pokémon,30,1000000,75.4,1.8,138.6,70.0,6400,4,0,540,75,123,67,95,85,95,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
467,Magmortar,fire,,"['Flame Body', 'Vital Spirit']",Blast Pokémon,30,1000000,75.4,1.6,68.0,70.0,6400,4,0,540,75,95,67,125,95,83,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
468,Togekiss,fairy,flying,"['Hustle', 'Serene Grace', 'Super Luck']",Jubilee Pokémon,30,800000,88.1,1.5,38.0,70.0,2560,4,0,545,85,50,95,120,115,80,0.25,0.5,0.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0
469,Yanmega,bug,flying,"['Speed Boost', 'Tinted Lens', 'Frisk']",Ogre Darner Pokémon,30,1000000,50.0,1.9,51.5,70.0,5120,4,0,515,86,76,86,116,56,95,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
470,Leafeon,grass,,"['Leaf Guard', 'Chlorophyll']",Verdant Pokémon,45,1000000,88.1,1.0,25.5,35.0,8960,4,0,525,65,110,130,60,65,95,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
471,Glaceon,ice,,"['Snow Cloak', 'Ice Body']",Fresh Snow Pokémon,45,1000000,88.1,0.8,25.9,35.0,8960,4,0,525,65,60,110,130,95,65,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
472,Gliscor,ground,flying,"['Hyper Cutter', 'Sand Veil', 'Poison Heal']",Fang Scorp Pokémon,30,1059860,50.0,2.0,42.5,70.0,5120,4,0,510,75,95,125,45,75,95,0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0
473,Mamoswine,ice,ground,"['Oblivious', 'Snow Cloak', 'Thick Fat']",Twin Tusk Pokémon,50,1250000,50.0,2.5,291.0,70.0,5120,4,0,530,110,130,80,70,60,80,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0
474,Porygon-Z,normal,,"['Adaptability', 'Download', 'Analytic']",Virtual Pokémon,30,1000000,,0.9,34.0,70.0,5120,4,0,535,85,80,70,135,75,90,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
475,Gallade,psychic,fighting,"['Steadfast', 'Justified']",Blade Pokémon,45,1250000,100.0,1.6,52.0,35.0,5120,4,0,618,68,165,95,65,115,110,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0
476,Probopass,rock,steel,"['Sturdy', 'Magnet Pull', 'Sand Force']",Compass Pokémon,60,1000000,50.0,1.4,340.0,70.0,5120,4,0,525,60,55,145,75,150,40,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0
477,Dusknoir,ghost,,"['Pressure', 'Frisk']",Gripper Pokémon,45,800000,50.0,2.2,106.6,35.0,6400,4,0,525,45,100,135,65,135,45,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
478,Froslass,ice,ghost,"['Snow Cloak', 'Cursed Body']",Snow Land Pokémon,75,1000000,0.0,1.3,26.6,70.0,5120,4,0,480,70,80,70,80,70,110,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,2.0,1.0
479,Rotom,electric,ghost,['Levitate'],Plasma Pokémon,45,1000000,,0.3,0.3,70.0,5120,4,0,520,50,65,107,105,107,86,0.5,2.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0
480,Uxie,psychic,,['Levitate'],Knowledge Pokémon,3,1250000,,0.3,0.3,140.0,20480,4,1,580,75,75,130,75,130,95,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
481,Mesprit,psychic,,['Levitate'],Emotion Pokémon,3,1250000,,0.3,0.3,140.0,20480,4,1,580,80,105,105,105,105,80,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
482,Azelf,psychic,,['Levitate'],Willpower Pokémon,3,1250000,,0.3,0.3,140.0,20480,4,1,580,75,125,70,125,70,115,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
483,Dialga,steel,dragon,"['Pressure', 'Telepathy']",Temporal Pokémon,3,1250000,,5.4,683.0,0.0,30720,4,1,680,100,120,120,150,100,90,0.5,1.0,1.0,0.5,1.0,2.0,1.0,0.5,1.0,0.25,2.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5
484,Palkia,water,dragon,"['Pressure', 'Telepathy']",Spatial Pokémon,3,1250000,,4.2,336.0,0.0,30720,4,1,680,90,120,100,150,120,100,1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25
485,Heatran,fire,steel,"['Flash Fire', 'Flame Body']",Lava Dome Pokémon,3,1250000,50.0,1.7,430.0,100.0,2560,4,1,600,91,90,106,130,106,77,0.25,1.0,0.5,1.0,0.25,2.0,1.0,0.5,1.0,0.25,4.0,0.25,0.5,0.0,0.5,1.0,0.25,2.0
486,Regigigas,normal,,['Slow Start'],Colossal Pokémon,3,1250000,,3.7,420.0,0.0,30720,4,1,670,110,160,110,80,110,100,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
487,Giratina,ghost,dragon,"['Pressure', 'Telepathy', 'Levitate']",Renegade Pokémon,3,1250000,,4.5,750.0,0.0,30720,4,1,680,150,120,100,120,100,90,0.5,2.0,2.0,0.5,2.0,0.0,0.5,1.0,2.0,0.5,1.0,2.0,0.0,0.5,1.0,1.0,1.0,0.5
488,Cresselia,psychic,,['Levitate'],Lunar Pokémon,3,1250000,0.0,1.5,85.6,100.0,30720,4,1,600,120,70,120,75,130,85,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
489,Phione,water,,['Hydration'],Sea Drifter Pokémon,30,1250000,,0.4,3.1,70.0,10240,4,0,480,80,80,80,80,80,80,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
490,Manaphy,water,,['Hydration'],Seafaring Pokémon,3,1250000,,0.3,1.4,70.0,2560,4,1,600,100,100,100,100,100,100,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
491,Darkrai,dark,,['Bad Dreams'],Pitch-Black Pokémon,3,1250000,,1.5,50.5,0.0,30720,4,1,600,70,90,90,135,90,125,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
492,Shaymin,grass,grass,"['Natural Cure', 'Serene Grace']",Gratitude Pokémon,45,1059860,,0.2,2.1,100.0,30720,4,1,600,100,103,75,120,75,127,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
493,Arceus,normal,,['Multitype'],Alpha Pokémon,3,1250000,,3.2,320.0,0.0,30720,4,1,720,120,120,120,120,120,120,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
494,Victini,psychic,fire,['Victory Star'],Victory Pokémon,3,1250000,,0.4,4.0,100.0,30720,5,1,600,100,100,100,100,100,100,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,2.0
495,Snivy,grass,,"['Overgrow', 'Contrary']",Grass Snake Pokémon,45,1059860,88.1,0.6,8.1,70.0,5120,5,0,308,45,45,55,45,55,63,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
496,Servine,grass,,"['Overgrow', 'Contrary']",Grass Snake Pokémon,45,1059860,88.1,0.8,16.0,70.0,5120,5,0,413,60,60,75,60,75,83,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
497,Serperior,grass,,"['Overgrow', 'Contrary']",Regal Pokémon,45,1059860,88.1,3.3,63.0,70.0,5120,5,0,528,75,75,95,75,95,113,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
498,Tepig,fire,,"['Blaze', 'Thick Fat']",Fire Pig Pokémon,45,1059860,88.1,0.5,9.9,70.0,5120,5,0,308,65,63,45,45,45,45,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
499,Pignite,fire,fighting,"['Blaze', 'Thick Fat']",Fire Pig Pokémon,45,1059860,88.1,1.0,55.5,70.0,5120,5,0,418,90,93,55,70,55,55,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0
500,Emboar,fire,fighting,"['Blaze', 'Reckless']",Mega Fire Pig Pokémon,45,1059860,88.1,1.6,150.0,70.0,5120,5,0,528,110,123,65,100,65,65,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0
501,Oshawott,water,,"['Torrent', 'Shell Armor']",Sea Otter Pokémon,45,1059860,88.1,0.5,5.9,70.0,5120,5,0,308,55,55,45,63,45,45,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
502,Dewott,water,,"['Torrent', 'Shell Armor']",Discipline Pokémon,45,1059860,88.1,0.8,24.5,70.0,5120,5,0,413,75,75,60,83,60,60,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
503,Samurott,water,,"['Torrent', 'Shell Armor']",Formidable Pokémon,45,1059860,88.1,1.5,94.6,70.0,5120,5,0,528,95,100,85,108,70,70,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
504,Patrat,normal,,"['Run Away', 'Keen Eye', 'Analytic']",Scout Pokémon,255,1000000,50.0,0.5,11.6,70.0,3840,5,0,255,45,55,39,35,39,42,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
505,Watchog,normal,,"['Illuminate', 'Keen Eye', 'Analytic']",Lookout Pokémon,255,1000000,50.0,1.1,27.0,70.0,5120,5,0,420,60,85,69,60,69,77,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
506,Lillipup,normal,,"['Vital Spirit', 'Pickup', 'Run Away']",Puppy Pokémon,255,1059860,50.0,0.4,4.1,70.0,3840,5,0,275,45,60,45,25,45,55,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
507,Herdier,normal,,"['Intimidate', 'Sand Rush', 'Scrappy']",Loyal Dog Pokémon,120,1059860,50.0,0.9,14.7,70.0,3840,5,0,370,65,80,65,35,65,60,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
508,Stoutland,normal,,"['Intimidate', 'Sand Rush', 'Scrappy']",Big-Hearted Pokémon,45,1059860,50.0,1.2,61.0,70.0,3840,5,0,500,85,110,90,45,90,80,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
509,Purrloin,dark,,"['Limber', 'Unburden', 'Prankster']",Devious Pokémon,255,1000000,50.0,0.4,10.1,70.0,5120,5,0,281,41,50,37,50,37,66,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
510,Liepard,dark,,"['Limber', 'Unburden', 'Prankster']",Cruel Pokémon,90,1000000,50.0,1.1,37.5,70.0,5120,5,0,446,64,88,50,88,50,106,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
511,Pansage,grass,,"['Gluttony', 'Overgrow']",Grass Monkey Pokémon,190,1000000,88.1,0.6,10.5,70.0,5120,5,0,316,50,53,48,53,48,64,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
512,Simisage,grass,,"['Gluttony', 'Overgrow']",Thorn Monkey Pokémon,75,1000000,88.1,1.1,30.5,70.0,5120,5,0,498,75,98,63,98,63,101,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
513,Pansear,fire,,"['Gluttony', 'Blaze']",High Temp Pokémon,190,1000000,88.1,0.6,11.0,70.0,5120,5,0,316,50,53,48,53,48,64,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
514,Simisear,fire,,"['Gluttony', 'Blaze']",Ember Pokémon,75,1000000,88.1,1.0,28.0,70.0,5120,5,0,498,75,98,63,98,63,101,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
515,Panpour,water,,"['Gluttony', 'Torrent']",Spray Pokémon,190,1000000,88.1,0.6,13.5,70.0,5120,5,0,316,50,53,48,53,48,64,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
516,Simipour,water,,"['Gluttony', 'Torrent']",Geyser Pokémon,75,1000000,88.1,1.0,29.0,70.0,5120,5,0,498,75,98,63,98,63,101,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
517,Munna,psychic,,"['Forewarn', 'Synchronize', 'Telepathy']",Dream Eater Pokémon,190,800000,50.0,0.6,23.3,70.0,2560,5,0,292,76,25,45,67,55,24,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
518,Musharna,psychic,,"['Forewarn', 'Synchronize', 'Telepathy']",Drowsing Pokémon,75,800000,50.0,1.1,60.5,70.0,2560,5,0,487,116,55,85,107,95,29,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
519,Pidove,normal,flying,"['Big Pecks', 'Super Luck', 'Rivalry']",Tiny Pigeon Pokémon,255,1059860,50.0,0.3,2.1,70.0,3840,5,0,264,50,55,50,36,30,43,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
520,Tranquill,normal,flying,"['Big Pecks', 'Super Luck', 'Rivalry']",Wild Pigeon Pokémon,120,1059860,50.0,0.6,15.0,70.0,3840,5,0,358,62,77,62,50,42,65,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
521,Unfezant,normal,flying,"['Big Pecks', 'Super Luck', 'Rivalry']",Proud Pokémon,45,1059860,50.0,1.2,29.0,70.0,3840,5,0,488,80,115,80,65,55,93,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
522,Blitzle,electric,,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",Electrified Pokémon,190,1000000,50.0,0.8,29.8,70.0,5120,5,0,295,45,60,32,50,32,76,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
523,Zebstrika,electric,,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",Thunderbolt Pokémon,75,1000000,50.0,1.6,79.5,70.0,5120,5,0,497,75,100,63,80,63,116,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
524,Roggenrola,rock,,"['Sturdy', 'Weak Armor', 'Sand Force']",Mantle Pokémon,255,1059860,50.0,0.4,18.0,70.0,3840,5,0,280,55,75,85,25,25,15,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
525,Boldore,rock,,"['Sturdy', 'Weak Armor', 'Sand Force']",Ore Pokémon,120,1059860,50.0,0.9,102.0,70.0,3840,5,0,390,70,105,105,50,40,20,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
526,Gigalith,rock,,"['Sturdy', 'Sand Stream', 'Sand Force']",Compressed Pokémon,45,1059860,50.0,1.7,260.0,70.0,3840,5,0,515,85,135,130,60,80,25,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
527,Woobat,psychic,flying,"['Unaware', 'Klutz', 'Simple']",Bat Pokémon,190,1000000,50.0,0.4,2.1,70.0,3840,5,0,323,65,45,43,55,43,72,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0
